OBJECTID,PostalCode,TotalVaccinated,VaccinatedAge75Up,VaccinatedAge65To74,VaccinatedAge55To64,VaccinatedAge45To54,VaccinatedAge35To44,VaccinatedAge25To34,VaccinatedAge15To24,VaccinatedAge0To14,StartDate,CreateDate
1395,85297,16887,1012,1678,2192,3554,3446,1654,2605,746,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1396,85006,11176,497,1134,1726,1811,2072,2409,1295,232,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1397,85206,20038,5118,4305,3014,1827,1785,2256,1457,276,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1398,85019,11221,635,1032,1797,2014,1726,1609,1953,455,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1399,85306,10560,1221,1715,1958,1515,1334,1466,1155,196,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1400,85213,17672,2457,3366,3044,2268,2296,2012,1850,379,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1401,85340,17590,1703,2428,2898,3260,2550,1756,2382,613,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1402,85018,23356,2251,3067,3884,3754,3977,3700,2170,553,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1403,85335,13726,1027,1788,2064,2250,2172,1967,1994,464,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1404,85209,23643,5674,4816,3227,2772,2419,2336,1992,407,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1405,85257,16809,2115,2327,2643,2066,2337,3598,1496,227,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1406,85205,23198,4840,5525,4337,2319,2240,2056,1539,342,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1407,85254,30238,3707,5188,5473,4508,4444,3276,2873,769,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1408,85382,23224,4703,4167,3629,3074,2605,2283,2283,480,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1409,85048,21950,1444,2873,4646,3821,3052,2410,2964,740,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1410,85203,14998,1350,2019,2518,2114,2399,2271,1905,422,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1411,85040,13969,759,1453,2176,2288,2299,2526,1973,495,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1412,85044,23759,2307,3649,4312,3512,3498,3341,2517,623,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1413,85023,16433,1645,2334,2773,2397,2654,2434,1738,458,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1414,85053,12285,1142,1865,2113,1879,1731,1811,1441,303,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1415,85353,17989,737,1452,2526,3096,3441,3011,2991,735,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1416,85207,24659,3444,5076,5470,3620,2337,2006,2227,479,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1417,85031,13080,645,1226,2000,2305,1998,1884,2401,621,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1418,85286,27540,1249,2522,3988,5626,5474,3562,3945,1174,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1419,85043,14906,501,1115,2074,2767,2749,2481,2588,631,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1420,85233,20670,1452,2748,3780,3249,3282,3184,2405,570,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1421,85303,14665,735,1595,2412,2660,2287,2121,2337,518,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1422,85383,36127,3338,6297,6471,6359,5547,2970,3911,1234,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1423,85339,22519,1049,2174,3404,4168,4133,3274,3355,962,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1424,85295,23990,1105,1957,3276,4849,4623,3564,3690,926,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1425,85302,17951,2047,2690,3054,2711,2405,2492,2142,410,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1426,85212,22782,1515,3048,3604,3956,4091,2905,2935,728,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1427,85226,24966,1533,2837,4556,3831,4036,4263,3138,772,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1428,85392,18047,1130,2168,2983,3153,2718,2588,2691,616,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1429,85296,23747,1587,2349,3768,4242,4429,3357,3248,767,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1430,85016,22384,2009,2815,3428,3173,3682,4887,2029,361,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1431,85021,18792,2137,2443,3077,2850,3042,2530,2169,544,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1432,85379,20584,1498,2745,3022,3943,3390,2319,2937,730,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1433,85015,17520,1129,1887,2789,2797,3110,3116,2174,518,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1434,85051,18604,1416,2026,3103,3194,2905,2810,2553,597,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1435,85017,15148,670,1265,2150,2760,2352,2248,3117,586,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1436,85029,19442,1934,2531,3395,2996,2896,2841,2311,538,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1437,85042,22000,1343,2690,3810,3685,3459,3545,2800,668,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1438,85027,17208,1189,2252,2828,2575,3097,3304,1644,319,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1439,85202,18610,1506,2431,2774,2637,2994,3687,2178,403,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1440,85210,16771,946,1937,2733,2576,2774,3188,2227,390,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1441,85323,18939,890,1829,2906,3276,3265,3068,2962,743,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1442,85022,25220,2655,4158,4596,3518,3544,3843,2397,509,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1443,85224,25878,2134,3351,4354,3891,4283,4455,2770,640,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1444,85283,24342,2053,3200,3476,3298,4059,4823,2892,541,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1445,85251,23789,2955,3092,3581,2988,3373,5312,2192,296,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1446,85234,24840,1961,3218,4398,4100,3856,3270,3286,751,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1447,85338,30382,2245,4866,5294,4980,4633,3683,3762,919,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1448,85201,21981,1901,2450,3357,3233,3345,4111,3047,537,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1449,85037,21768,936,1891,3237,3995,3647,3554,3691,817,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1450,85035,19863,838,1629,2830,3507,3215,3293,3633,918,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1451,85041,28539,1575,2917,4596,4891,4923,4351,4141,1145,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1452,85308,34294,3422,5563,6335,4999,4357,5089,3810,719,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1453,85345,26696,2543,4093,4974,4027,3763,3569,3079,648,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1454,85033,22905,1046,1799,3491,4103,3635,3587,4157,1087,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1455,85009,20895,1056,1964,3348,3763,3278,3142,3481,863,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1456,85008,25597,1023,2049,3773,4258,4516,5746,3537,695,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1457,85204,25690,1945,3255,4204,3975,4011,4068,3528,704,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1458,85032,34240,3081,4776,5749,5209,5682,5386,3527,830,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1459,85326,28547,1929,3817,4488,4852,4668,4085,3772,936,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1460,85301,23276,1564,2509,3864,3991,3567,3382,3570,829,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1461,85282,28204,2900,3001,3670,3212,4027,6578,4353,463,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1462,85225,35452,2202,4166,6010,5904,5862,5861,4434,1013,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1463,85281,32732,1007,1765,2609,2521,3649,10043,10822,316,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1464,85248,27299,7529,6103,3910,3233,2479,1491,1934,620,2021/08/12 00:21:34+00,2021/08/12 00:21:34+00
1465,85190,,,,,,,,,,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1466,85333,,,,,,,,,,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1467,85139,4,0,,0,0,,,0,0,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1468,85343,111,18,17,16,20,17,11,12,0,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1469,85377,2754,849,944,541,155,77,94,82,12,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1470,85263,3231,1008,1318,710,82,31,39,34,,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1471,85322,269,37,47,57,35,32,34,20,,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1472,85320,953,61,66,96,100,166,338,118,,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1473,85264,792,45,114,154,112,136,98,100,33,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1474,85342,569,126,168,93,63,41,32,39,,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1475,85375,23465,11682,8316,2548,421,201,156,121,20,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1476,85351,22890,10176,8318,3315,533,232,207,101,,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1477,85337,1109,116,209,195,158,159,140,99,33,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1478,85262,10673,1999,3489,2748,1073,400,418,458,88,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1479,85266,9110,2226,2605,1886,993,375,297,579,149,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1480,85363,3266,495,453,518,465,407,353,486,89,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1481,85045,5411,321,618,1179,1128,658,470,823,214,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1482,85361,2446,288,568,545,351,222,174,234,64,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1483,85390,4404,1339,1477,804,287,173,153,145,26,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1484,85256,2698,124,264,417,364,472,457,430,170,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1485,85378,4408,887,1041,693,507,462,382,354,82,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1486,85087,3916,468,911,784,629,427,230,368,99,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1487,85373,11726,4473,3491,1578,718,601,379,391,95,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1488,85034,2749,149,340,394,375,432,640,362,57,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1489,85354,2507,198,437,484,419,307,248,322,92,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1490,85253,12811,2206,2519,2579,1725,1075,1032,1353,322,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1491,85387,9354,2444,2755,1376,890,686,638,456,109,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1492,85012,7132,520,785,939,1081,1483,1591,627,106,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1493,85355,5525,384,881,1018,1031,839,496,733,143,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1494,85268,16183,3816,4599,3506,1639,887,688,870,178,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1495,85215,10654,2662,2673,2007,1043,767,728,616,158,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1496,85028,13158,1870,2436,2430,1948,1821,1267,1086,300,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1497,85004,6197,279,484,716,742,1031,1864,1026,55,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1498,85003,5592,297,761,1012,875,950,1148,465,84,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1499,85284,13325,1156,2326,2553,2011,1833,1487,1544,415,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1500,85258,18824,4231,4169,3249,2210,1828,1527,1309,301,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1501,85250,11351,1993,2071,1935,1353,1435,1589,772,203,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1502,85259,16081,2188,3227,3393,2292,1527,1286,1720,448,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1503,85083,10769,703,1411,1920,2284,1760,859,1401,431,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1504,85007,8458,509,953,1407,1265,1397,1411,1293,223,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1505,85054,5650,503,813,870,739,837,1363,463,62,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1506,85307,4206,237,491,690,718,638,707,596,129,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1507,85331,18269,2322,3867,4036,3011,1819,1044,1737,433,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1508,85310,10173,941,1696,2189,1651,1327,1008,1110,251,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1509,85305,8138,571,988,1323,1372,1181,1357,1128,218,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1510,85249,28874,3466,3919,4290,5992,4155,1740,4047,1265,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1511,85255,32480,5586,6246,6688,5054,2906,2215,3086,699,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1512,85050,20341,2343,2500,3022,3689,3628,2204,2214,741,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1513,85085,14923,847,1686,2213,2731,3094,2239,1578,535,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1514,85381,13697,1991,2291,2542,1856,1635,1651,1458,273,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1515,85013,13510,853,1579,1989,2059,2496,3002,1304,228,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1516,85396,17155,2009,4617,3120,2185,2063,1342,1450,369,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1517,85298,21611,2280,3317,3019,4302,3722,1437,2667,867,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1518,85374,26684,9476,7010,3339,2065,1570,1412,1541,271,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1519,85086,20169,2787,3912,3881,3343,2189,1263,2259,535,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1520,85208,17704,3872,3748,2816,2133,1740,1552,1485,358,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1521,85024,13838,897,1644,2296,2280,2445,2467,1463,346,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1522,85260,24921,3708,4172,4250,3691,3139,3074,2293,594,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1523,85304,13376,1483,2321,2483,1950,1722,1560,1548,309,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1524,85014,14525,1003,1674,2153,2128,2610,3239,1433,285,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1525,85020,19840,2590,3172,3470,3010,2910,2578,1701,409,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1526,85395,22108,4161,5082,3232,2958,2597,1604,1926,548,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1527,85388,13129,1019,1897,2025,2481,2063,1227,1952,465,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1528,85297,17184,1019,1689,2223,3605,3505,1682,2689,772,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1529,85006,11400,504,1148,1729,1852,2120,2458,1340,249,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1530,85206,20288,5138,4320,3039,1849,1825,2314,1501,302,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1531,85019,11576,650,1042,1826,2059,1791,1673,2041,494,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1532,85306,10742,1231,1737,1978,1543,1364,1495,1184,210,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1533,85213,17949,2470,3374,3081,2320,2345,2059,1898,402,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1534,85340,17806,1714,2441,2923,3290,2583,1801,2415,639,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1535,85018,23600,2260,3085,3915,3775,4010,3773,2211,571,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1536,85335,14037,1032,1806,2084,2309,2235,2029,2046,496,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1537,85209,23949,5702,4830,3248,2822,2469,2402,2048,428,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1538,85257,17027,2131,2346,2675,2091,2370,3644,1533,237,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1539,85205,23492,4870,5551,4357,2372,2290,2109,1576,367,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1540,85254,30491,3738,5196,5509,4531,4487,3323,2917,790,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1541,85382,23527,4720,4184,3661,3133,2652,2343,2343,491,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1542,85048,22184,1456,2892,4676,3850,3086,2455,3012,757,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1543,85203,15398,1359,2047,2559,2155,2485,2338,1995,460,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1544,85040,14386,768,1475,2217,2339,2371,2608,2075,533,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1545,85044,24008,2317,3665,4317,3551,3558,3385,2577,638,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1546,85023,16651,1654,2350,2792,2427,2711,2483,1769,465,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1547,85053,12482,1153,1876,2142,1903,1759,1859,1484,306,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1548,85353,18444,743,1464,2552,3150,3532,3103,3108,792,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1549,85207,25002,3469,5098,5512,3672,2417,2046,2290,498,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1550,85031,13463,649,1240,2026,2361,2057,1978,2487,665,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1551,85286,27814,1257,2532,4010,5681,5526,3594,4006,1208,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1552,85043,15293,503,1132,2109,2809,2828,2565,2669,678,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1553,85233,20913,1459,2764,3804,3282,3326,3224,2466,588,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1554,85303,14982,744,1602,2442,2718,2339,2185,2410,542,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1555,85383,36501,3357,6332,6517,6414,5619,3014,3988,1260,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1556,85339,23003,1053,2188,3450,4237,4223,3369,3466,1017,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1557,85295,24356,1111,1975,3313,4902,4713,3618,3766,958,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1558,85302,18273,2063,2714,3088,2758,2464,2546,2212,428,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1559,85212,23132,1523,3056,3636,4012,4167,2958,3013,767,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1560,85226,25194,1540,2850,4571,3876,4077,4302,3196,782,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1561,85392,18388,1138,2179,3015,3191,2769,2666,2767,663,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1562,85296,24149,1595,2373,3791,4294,4520,3419,3351,806,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1563,85016,22619,2024,2821,3446,3208,3741,4952,2058,369,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1564,85021,19096,2140,2464,3108,2885,3126,2587,2220,566,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1565,85379,20931,1513,2750,3059,3996,3479,2369,3007,758,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1566,85015,17868,1139,1902,2814,2843,3185,3186,2255,544,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1567,85051,18989,1419,2052,3140,3266,2967,2894,2629,622,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1568,85017,15502,672,1269,2183,2813,2414,2320,3210,621,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1569,85029,19813,1947,2554,3437,3048,2972,2914,2388,553,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1570,85042,22422,1351,2713,3853,3754,3530,3620,2900,701,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1571,85027,17478,1196,2265,2853,2628,3143,3369,1688,336,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1572,85202,18930,1514,2446,2788,2689,3062,3769,2230,432,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1573,85210,17193,952,1950,2764,2638,2862,3281,2315,431,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1574,85323,19391,898,1855,2942,3339,3358,3145,3067,787,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1575,85022,25544,2664,4186,4630,3564,3608,3912,2454,526,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1576,85224,26213,2147,3369,4376,3942,4351,4522,2832,674,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1577,85283,24701,2067,3215,3512,3345,4119,4887,2980,576,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1578,85251,24063,2959,3112,3613,3015,3424,5401,2226,313,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1579,85234,25268,1978,3237,4443,4160,3946,3326,3370,808,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1580,85338,30824,2260,4900,5325,5051,4721,3755,3852,960,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1581,85201,22485,1916,2472,3413,3297,3436,4229,3142,580,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1582,85037,22298,939,1902,3288,4077,3726,3662,3834,870,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1583,85035,20529,850,1634,2887,3608,3342,3451,3771,986,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1584,85041,29289,1593,2935,4654,4995,5074,4515,4305,1218,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1585,85308,34690,3446,5591,6386,5053,4430,5166,3869,749,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1586,85345,27118,2560,4123,5041,4077,3837,3645,3159,676,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1587,85033,23597,1050,1819,3548,4192,3768,3727,4344,1149,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1588,85009,21495,1065,1983,3405,3850,3386,3268,3607,931,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1589,85008,26143,1036,2065,3832,4341,4626,5869,3637,737,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1590,85204,26429,1959,3285,4265,4067,4166,4201,3710,776,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1591,85032,34761,3093,4799,5826,5287,5789,5486,3614,867,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1592,85326,29168,1948,3842,4552,4946,4779,4193,3917,991,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1593,85301,23911,1577,2531,3926,4083,3674,3513,3711,896,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1594,85282,28574,2918,3023,3698,3248,4103,6677,4431,476,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1595,85225,36078,2224,4190,6065,5993,5973,6008,4555,1070,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1596,85281,33192,1012,1775,2629,2569,3702,10197,10974,334,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1597,85248,27483,7553,6103,3939,3268,2496,1527,1963,634,2021/08/19 17:06:11+00,2021/08/19 17:06:11+00
1598,85190,,,,,,,,,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1599,85333,,,,,,,,,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1600,85139,4,0,,0,0,,,0,0,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1601,85343,105,17,16,13,19,17,11,12,0,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1602,85377,2328,707,814,441,134,71,92,63,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1603,85263,2853,931,1188,575,60,30,35,27,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1604,85322,235,37,47,45,29,30,29,13,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1605,85320,923,55,58,92,98,171,339,102,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1606,85264,759,47,103,144,106,135,97,102,25,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1607,85342,445,107,138,72,42,34,23,25,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1608,85375,18379,9154,6519,1986,322,165,131,92,10,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1609,85351,18332,8284,6604,2602,417,187,153,77,,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1610,85337,1097,115,207,189,158,158,146,96,28,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1611,85262,9137,1747,3097,2302,871,330,359,369,62,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1612,85266,7533,1922,2196,1550,789,313,253,432,78,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1613,85363,2481,438,387,432,382,313,274,220,35,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1614,85045,4568,304,550,1046,946,573,386,646,117,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1615,85361,1958,257,462,432,280,178,136,180,33,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1616,85390,3724,1251,1260,626,219,141,114,102,11,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1617,85256,2703,128,270,412,361,477,456,450,149,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1618,85378,3435,741,832,528,382,338,319,252,43,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
1619,85087,3116,383,770,627,496,335,179,274,52,2021/08/25 18:07:34+00,2021/09/01 18:07:34+00
